Rotulo;Direccion;Telefono
COOP. DEL CAMP DE SUNYER;Filler;600002148
COOP. DELCAMPO SAN ISIDRO DE VALENCIA DEL VENTOSO;Filler;600000600
COOP. DIVINA PASTORA DE JERICA;Filler;600001150
COOP. EL AMARGUILLO;Filler;600003485
COOP. EL PEDROSO;Filler;600000970
COOP. EL PROGRESO;Filler;600003784
COOP. FUENTE DE BARTOLO;Filler;600003517
COOP. ISIDRO LA VALL;Filler;600001182
COOP. IVARS;Filler;600002119
COOP. LA COSECHA;Filler;600003556
COOP. LA FE;Filler;600003476
COOP. LA GALERA;Filler;600003400
COOP. LA HUMILDAD;Filler;600003572
COOP. LA SAGRA;Filler;600003467
COOP. LA SIBERIA EXTREMENA;Filler;600000593
COOP. LA UNION AB;Filler;600000083
COOP. LA UNION DE BENLLOCH;Filler;600001121
COOP. LANGA DEL CASTILLO;Filler;600003986
COOP. LIMITADA DEL CAMPO SAN JOSE DE CALAMONTE;Filler;600000561
COOP. LLUTXENT-OTOS;Filler;600003740
COOP. LOS LLANOS;Filler;600001247
COOP. LOS POZOS;Filler;600001237
COOP. MAINAR;Filler;600003996
COOP. N  S  DE LA ASUNCION DE SONEJA;Filler;600001173
COOP. NTRA SRA DEL PRADO S.C;Filler;600000945
COOP. NTRA. SRA. DE LA PAZ;Filler;600001301
COOP. NTRA. SRA. SOLEDAD;Filler;600001513
COOP. NTRA.SRA. DE GRACIA;Filler;600003554
COOP. NTRA.SRA. DE LA PAZ;Filler;600003487
COOP. NTRA.SRA. DE LA SALUD;Filler;600003518
COOP. NTRA.SRA. PIEDRAESCRITA;Filler;600003492
COOP. NTRA.SRA. PILAR;Filler;600004002
COOP. NTRA.SRA. SOLEDAD;Filler;600003494
COOP. NTRA.SRA.DE LA MUELA;Filler;600003488
COOP. NTRA.SRA.DEL CAMPO;Filler;600003463
COOP. NTRA.SRA.DEL PILAR;Filler;600003545
COOP. NTRA.SRA.DEL ROSARIO;Filler;600003576
COOP. OLIV. N. S. CONSOLACION;Filler;600001347
COOP. PANCRUDO;Filler;600003448
COOP. PERALES;Filler;600000507
COOP. SAN ANTON;Filler;600003544
COOP. SAN ANTONIO DE PADUA;Filler;600003473
COOP. SAN ATILANO;Filler;600003958
COOP. SAN ESTEBAN;Filler;600003470
COOP. SAN ESTEBAN DE LUESIA;Filler;600003990
COOP. SAN FRANCISCO DE ASIS;Filler;600003570
COOP. SAN ISIDRO;Filler;600003978
COOP. SAN ISIDRO DE ALCALA;Filler;600001101
COOP. SAN ISIDRO DE LA VILLA;Filler;600003583
COOP. SAN ISIDRO DE MIGUEL ESTEBAN;Filler;600003520
COOP. SAN ISIDRO DE NAVALCAN;Filler;600003530
COOP. SAN ISIDRO DE VILAFAMES;Filler;600001183
COOP. SAN ISIDRO DE VVA.ALCARDETE;Filler;600003590
COOP. SAN ISIDRO LECINENA;Filler;600003989
COOP. SAN ISIDRO SCL;Filler;600003946
COOP. SAN JOSE;Filler;600000961
COOP. SAN JOSE DE BURRIANA;Filler;600001126
COOP. SAN LAMBERTO;Filler;600003965
COOP. SAN LORENZO;Filler;600001905
COOP. SAN MARCOS;Filler;600001898
COOP. SAN MIGUEL;Filler;600003460
COOP. SAN SEBASTIAN;Filler;600003551
COOP. SANT BERNAT;Filler;600003634
COOP. SANTA CRUZ DE LA JARA;Filler;600003543
COOP. SANTO TOMAS CANTUARIENSE;Filler;600003490
COOP. STMO. CRISTO H.;Filler;600000560
COOP. STMO.CTO.VERACRUZ;Filler;600003578
COOP. TRACOMAR;Filler;600000332
COOP. VALLE DE MENA;Filler;600003516
COOP. VIRGEN DE LORETO;Filler;600003832
COOP. VIRGEN DEL ROSARIO;Filler;600004011
COOP. VIRGEN OLIVA;Filler;600003973
COOP.+SAN+PEDRO;Filler;600003718
COOP.AGR. NTRA. SENORA DEL NINO PERDIDO;Filler;600004015
COOP.ASPA;Filler;600002097
COOP.CRETAS;Filler;600003441
COOP.FONZ;Filler;600001906
COOP.GUADALPERALES;Filler;600000493
COOP.INTEGRAL SERVICIOS DE CEBOLLA;Filler;600003480
COOP.JUNCOSA;Filler;600002120
COOP.NTRA.SRA.DEL EGIDO;Filler;600003541
COOP.NTRA.SRA.SOLEDAD;Filler;600003542
COOP.SAN ANTONIO;Filler;600003444
COOP.SAN JUAN DE SAN JUAN DE MORO;Filler;600001166
COOP.SAN LUIS;Filler;600003355
COOP.TAXIS.TELDE;Filler;600002937
COOP.VALDORBA;Filler;600002667
COOP.VILLARREAL;Filler;600004024
COOPCARLET;Filler;600003661
COOPEGO;Filler;600000231
COOPENTRIN;Filler;600000541
COOPERATIVA;Filler;600000038
COOPERATIVA ACEITE MONDRON;Filler;600002425
COOPERATIVA AGRARIA OLEAND S. COOP. AND. ;Filler;600003321
COOPERATIVA AGRARIA SAN ISIDRO DE CUEVAS DE VINROMA;Filler;600001147
COOPERATIVA AGRICOLA CATOLICA;Filler;600003035
COOPERATIVA AGRICOLA DE CASINOS;Filler;600003663
COOPERATIVA AGRICOLA DE CASTELLO D'EMPURIES;Filler;600001615
COOPERATIVA AGRICOLA DE PARADAS, S.C.A.;Filler;600003313
COOPERATIVA AGRICOLA LA POBLA S.C.V.;Filler;600003762
COOPERATIVA AGRICOLA SAN FRANCISCO JAVIER;Filler;600002685
COOPERATIVA AGRICOLA SAN JAIME;Filler;600001109
COOPERATIVA AGRICOLA SAN JORGE MARTIR;Filler;600001202
COOPERATIVA AGRICOLA SAN RAFAEL;Filler;600000928
COOPERATIVA AGRICOLA SANT JOSEP;Filler;600001188
COOPERATIVA AGRICOLA SANTA BARBARA;Filler;600003678
COOPERATIVA ALBALAT;Filler;600003609
COOPERATIVA ARACELI;Filler;600001363
COOPERATIVA ATZENETA;Filler;600001111
COOPERATIVA CABANES;Filler;600001131
COOPERATIVA CARCAR;Filler;600002652
COOPERATIVA CATOLICO AGRARIA COOP.V.;Filler;600001185
COOPERATIVA COMARCAL STMO CRISTO DE LA COLUMNA;Filler;600003997
COOPERATIVA CORCHERA;Filler;600001838
COOPERATIVA COZAR DE LA SIERRA;Filler;600001236
COOPERATIVA DE AMBEL;Filler;600003950
COOPERATIVA DE BELLVIS SCCL;Filler;600002106
COOPERATIVA DE BENISANO;Filler;600003650
COOPERATIVA DE BETXI;Filler;600001123
COOPERATIVA DE CORBERA;Filler;600003679
COOPERATIVA DE IZNAJAR;Filler;600001358
COOPERATIVA DE LLIRIA;Filler;600003706
COOPERATIVA DE LUNA;Filler;600003992
COOPERATIVA DE TRANSPORTES DEL PUERTO DE PASAJES;Filler;600001601
COOPERATIVA DE VALPALMAS;Filler;600004021
COOPERATIVA DE VIVER;Filler;600001191
COOPERATIVA DEL CAMPO NTRA SRA DE RUS;Filler;600001554
COOPERATIVA DEL CAMPO SAN ANTONIO ABAD;Filler;600003456
COOPERATIVA DEL CAMPO SAN ANTONIO ABAD SCA;Filler;600001372
COOPERATIVA DIVINA AURORA;Filler;600000140
COOPERATIVA EL ALCAZAR;Filler;600001950
COOPERATIVA EL PROGRESO DE TRAIGUERA;Filler;600001175
COOPERATIVA GARU;Filler;600003022
COOPERATIVA GERMAN BAENA;Filler;600001313
COOPERATIVA JOSE ANTONIO;Filler;600001016
COOPERATIVA LA FLORIDA;Filler;600001014
COOPERATIVA LA MENORCA;Filler;600001900
COOPERATIVA LA SAGRADA FAMILIA;Filler;600000609
COOPERATIVA LA UNIDAD;Filler;600000571
COOPERATIVA LA VALCUERNA;Filler;600001928
COOPERATIVA LAR;Filler;600002085
COOPERATIVA LINYOLA;Filler;600002123
COOPERATIVA LOBON;Filler;600000558
COOPERATIVA LUCENA;Filler;600001362
COOPERATIVA MAIALS;Filler;600002132
COOPERATIVA MALGRAT;Filler;600000742
COOPERATIVA MARISMAS;Filler;600003289
COOPERATIVA MONTEVIRGEN;Filler;600000608
COOPERATIVA NTRA SRA DE LOS SANTOS;Filler;600001261
COOPERATIVA NTRA.SRA. DEL SOCORRO;Filler;600001214
COOPERATIVA OLIVARERA CABEZA DEL BUEY;Filler;600000526
COOPERATIVA OLIVARERA DE PEDRERA, SCA;Filler;600003314
COOPERATIVA OLIVARERA LOS PEDROCHES;Filler;600001385
COOPERATIVA OSCA;Filler;600001888
COOPERATIVA PAGESA DE POLLENCA;Filler;600000633
COOPERATIVA PUEYOS;Filler;600003429
COOPERATIVA RUISENADA;Filler;600001070
COOPERATIVA RUTE;Filler;600001397
COOPERATIVA SAN ATILANO;Filler;600004016
COOPERATIVA SAN BLAS;Filler;600002075
COOPERATIVA SAN CRISTOBAL;Filler;600000167
COOPERATIVA SAN FRANCISCO DE ASIS DE MONTEFRIO;Filler;600001763
COOPERATIVA SAN GREGORIO;Filler;600004007
COOPERATIVA SAN ISIDRO;Filler;600001966
COOPERATIVA SAN ISIDRO DE CASTELLON;Filler;600001139
COOPERATIVA SAN ISIDRO DE TORREBLANCA;Filler;600001174
COOPERATIVA SAN JORGE;Filler;600001514
COOPERATIVA SAN JOSE DE LOS IBARZOS;Filler;600001171
COOPERATIVA SAN LAMBERTO;Filler;600004030
COOPERATIVA SAN MARTIN;Filler;600003952
COOPERATIVA SAN MIGUEL;Filler;600003428
COOPERATIVA SAN PANTALEON;Filler;600001260
COOPERATIVA SAN PEDRO ARBUES;Filler;600003976
COOPERATIVA SAN ROQUE S.C.A.;Filler;600001949
COOPERATIVA SAN SEBASTIAN;Filler;600000921
COOPERATIVA SANT JOSEP;Filler;600001157
COOPERATIVA SANT ROC;Filler;600002089
COOPERATIVA SANTA ANA;Filler;600004020
COOPERATIVA SANTA CRUZ DE ALPERA;Filler;600000032
COOPERATIVA SANTA EULALIA;Filler;600000636
COOPERATIVA SANTA MARTA VIRGEN;Filler;600000589
COOPERATIVA STMO. CRISTO DE LA PIEDAD;Filler;600003465
COOPERATIVA TRANSPIRENAICA, S.C.L.;Filler;600001894
COOPERATIVA V. AGRICOLA MONFORTE DEL CID;Filler;600000210
COOPERATIVA VALDORBA;Filler;600002763
COOPERATIVA VIRGEN DE FATIMA;Filler;600000955
COOPERATIVA VIRGEN DEL CAMPO;Filler;600001323
COOPERATIVA VITICOLA SAN JOSE;Filler;600003941
COOPERATIVA VITIVINICOLA SANTIAGO EL MAYOR;Filler;600000063
COOPIC;Filler;600003760
COOPNOSTRA;Filler;600001100
COOPRADO;Filler;600000930
COOPSERVICE D'ARTESA;Filler;600002095
COOPSOSES;Filler;600002146
COORDINACION AGRARIA SA;Filler;600003912
COOVIMAG;Filler;600001216
COPAL;Filler;600000934
COPAL LOGISTICA;Filler;600003624
COPERAL;Filler;600003409
COPISO;Filler;600003384
COPLAM;Filler;600000472
COPRECA;Filler;600000967
COPROHNIJAR S.C.A.;Filler;600000349
COPUZOL;Filler;600003767
COPVILAR;Filler;600003424
CORIDU;Filler;600000910
CORREDOIRAS;Filler;600001419
CORVERA;Filler;600000426
CORYMAR;Filler;600000026
COSAFRA;Filler;600001738
COSANCLEMENTE;Filler;600003999
COSANPE;Filler;600003982
COSANSE;Filler;600003948
COSOTRANS;Filler;600003734
COSTA DE ALMERIA;Filler;600000357
COSTAOIL;Filler;600001864
COSTCO;Filler;600000872
COSTCO ;Filler;600002243
COTIMEN;Filler;600002105
COTRADISA;Filler;600003059
COTRAJU;Filler;600002533
COTRANCO;Filler;600001334
COTRATO;Filler;600001277
COTRATUR;Filler;600003453
COTRAVALLE;Filler;600001383
COTREL;Filler;600003261
COUSO;Filler;600000761
COVA;Filler;600003980
COVAP;Filler;600001404
COVICAR;Filler;600001207
COVIDESA;Filler;600001380
COVILALBA;Filler;600003423
CRIANZAS Y VINEDOS SANTO CRISTO, S. COOP.;Filler;600003942
CRIEL;Filler;600003630
CRISTO DE LA SALUD;Filler;600002189
CRISTO DE SANTA ANA, S. COOP. DE CLM;Filler;600003587
CRISTO DEL CASTILLO;Filler;600003968
CRP;Filler;600002969
CRUZ CERRADA S. COOP. DE C-LM;Filler;600001568
CSC;Filler;600001892
CUERDA S.L.;Filler;600001495
CUNA DE PLATERO;Filler;600001868
D P S;Filler;600003984
DAGAS-OIL S.L.;Filler;600003499
DAGO;Filler;600004029
DAM,S.L.;Filler;600000450
DE PEDRO;Filler;600003378
DECA 2006 ;Filler;600003964
DEL OLMO HERMANOS;Filler;600003899
DEL VILLAR ENERGIA;Filler;600002702
DELFINCARFUEL;Filler;600001245
DELFINOIL;Filler;600003584
DELFIOIL;Filler;600002216
DEOIL;Filler;600001837
DGV;Filler;600000882
DIALCO EL PRADO;Filler;600002476
DIDAYMAZ S.COOP.;Filler;600000540
DIESELF;Filler;600003757
DIESELPRIX;Filler;600002038
DILAMOR;Filler;600001562
DINERGIA;Filler;600002346
DIP ENERGY;Filler;600001920
DISA;Filler;600002825
DISA ;Filler;600002913
DISA           STO DOMINGO;Filler;600003098
DISA  EL CHARCO;Filler;600002906
DISA AEROPUERTO;Filler;600002830
DISA AEROPUERTO TFS;Filler;600003092
DISA AGAETE;Filler;600002810
DISA AGUIMES;Filler;600002818
DISA ALCARAVANERAS;Filler;600002896
DISA ALMATRICHE;Filler;600002901
DISA ARACAYU;Filler;600003156
DISA ARRECIFE;Filler;600002833
DISA ARUCAS;Filler;600002836
DISA AUT.ARINAGA;Filler;600002815
DISA AUTOPISTA KM 21;Filler;600002817
DISA BAJADA A LOS GIGANTES;Filler;600003173
DISA BAJAMAR;Filler;600003144
DISA BALNEARIO I;Filler;600003151
DISA BALNEARIO II;Filler;600003154
DISA BALOS;Filler;600002813
DISA BANADEROS;Filler;600002835
DISA BARRANCO GRANDE;Filler;600003168
DISA BOCABARRANCO;Filler;600002947
DISA CANDELARIA;Filler;600003085
DISA CARRIZAL;Filler;600002849
DISA CHIL;Filler;600002892
DISA CIRCUNVALACION I;Filler;600002829
DISA CIRCUNVALACION II;Filler;600002826
DISA CORRALEJO;Filler;600002861
DISA COSTA CALMA;Filler;600002864
DISA COSTA TEGUISE;Filler;600002930
DISA CRUCE DE MELENARA;Filler;600002936
DISA CUATRO PUERTAS;Filler;600002949
DISA CUEVAS BLANCAS;Filler;600003167
DISA EL BOHIO;Filler;600003110
DISA EL CARACOL;Filler;600002957
DISA EL CHORRILLO;Filler;600003153
DISA EL DRAGON;Filler;600002898
DISA EL MATORRAL;Filler;600002823
DISA EL MAYORAZGO;Filler;600003166
DISA EL PINAR;Filler;600003089
DISA EL ROQUE;Filler;600002940
DISA EL SAUZAL;Filler;600003175
DISA EL SEBADAL;Filler;600002875
DISA EL SOBRADILLO;Filler;600003170
DISA EL SOCORRO;Filler;600003183
DISA ESCALERITAS;Filler;600002900
DISA FANABE;Filler;600003069
DISA FATAGA;Filler;600002910
DISA FOMENTO;Filler;600003158
DISA FRONTERA;Filler;600003088
DISA GRANADILLA;Filler;600003094
DISA GUIA;Filler;600002925
DISA GUIMAR;Filler;600003103
DISA HERMIGUA;Filler;600003105
DISA HOGAR TAXISTA;Filler;600003161
DISA ICOD DE LOS VINOS;Filler;600003108
DISA JINAMAR;Filler;600002945
DISA JUAN XXIII;Filler;600002888
DISA LA ALDEA;Filler;600002821
DISA LA MATANZA;Filler;600003111
DISA LA OLIVA;Filler;600002860
DISA LA PARDILLA;Filler;600002946
DISA LAS BANDERAS;Filler;600003174
DISA LAS CALETILLAS;Filler;600003086
DISA LAS CHAFIRAS;Filler;600003147
DISA LAS CHUMBERAS;Filler;600003131
DISA LAS DELICIAS;Filler;600003165
DISA LOS BARROS;Filler;600003121
DISA LOS MAJUELOS;Filler;600003130
DISA LOS MARMOLES;Filler;600002832
DISA LOS SILOS;Filler;600003177
DISA MACHER;Filler;600002953
DISA MASPALOMAS;Filler;600002916
DISA MOGAN;Filler;600002851
DISA MUELLE GOMERA;Filler;600003149
DISA NAUTICO;Filler;600003152
DISA NUEVA AEROPUERTO;Filler;600002828
DISA NUEVO INGENIO;Filler;600002845
DISA OFRA;Filler;600003138
DISA PADRE ANCHIETA;Filler;600003133
DISA PLAYA SAN JUAN;Filler;600003100
DISA POZO IZQUIERDO;Filler;600002920
DISA PUERTITO;Filler;600003102
DISA PUERTO;Filler;600001197
DISA PUERTO DE LA LUZ;Filler;600002874
DISA PUERTO DEL CARMEN;Filler;600002952
DISA PUNTO FIELATO;Filler;600002938
DISA RAVELO;Filler;600003176
DISA RIO CABRAS;Filler;600002907
DISA SAN ISIDRO;Filler;600003095
DISA SAN JOSE;Filler;600002872
DISA SAN MIGUEL;Filler;600003145
DISA SECUNDINO ALONSO;Filler;600002903
DISA TACO;Filler;600003171
DISA TACORONTE;Filler;600003178
DISA TAFIRA;Filler;600002882
DISA TAMARACEITE;Filler;600002902
DISA TARAHALES I;Filler;600002886
DISA TEGUISE GOLF;Filler;600002927
DISA TEJEDA;Filler;600002931
DISA TEJINA;Filler;600003142
DISA TEROR;Filler;600002950
DISA TIJOCO;Filler;600003071
DISA TIO PINO;Filler;600003163
DISA TRES DE MAYO;Filler;600003155
DISA VALLE GRAN REY;Filler;600003184
DISA VALLEHERMOSO;Filler;600003185
DISA VALTERRA;Filler;600002834
DISA VALVERDE;Filler;600003187
DISA VARADERO;Filler;600001193
DISA VIA PENETRACION;Filler;600003159
DISA VISTABELLA;Filler;600003139
DISMUSA;Filler;600000442
DISMUSA MASYMAS;Filler;600000441
DISPESUBBETICA S.L.;Filler;600001320
DISPETAP ESTACIO SERVEIS;Filler;600003408
DISPRIA, S.L.;Filler;600000448
DISTREAX-22, S. L.;Filler;600002444
DISTROIL;Filler;600001248
DISTROL;Filler;600002086
DLP;Filler;600000046
DOEX;Filler;600000596
DONJIMENO;Filler;600002032
DP;Filler;600001058
DPC OIL;Filler;600003399
DPC OIL 33 S.L.;Filler;600002113
DPM;Filler;600003382
DRZ;Filler;600000161
DST;Filler;600000514
DST ;Filler;600000513
DST ARCA REAL;Filler;600003903
DST BELVIS;Filler;600000923
DST CABANILLAS;Filler;600001813
DST MERCAOLID;Filler;600003906
DST POL HERVENCIAS;Filler;600000478
DST VALCARCE;Filler;600002118
DULCE NOMBRE DE JESUS, SOC. COOP;Filler;600001576
DUROIL;Filler;600003621
DYNEFF ;Filler;600001634
E L   P U E N T E,  S.L.;Filler;600002567
E S A CAMPARA;Filler;600001465
E S C;Filler;600003219
E S PETROANDALUS;Filler;600002033
E. LECLERC;Filler;600002331
E. S. EL TORCAL;Filler;600002360
E. S. O PINO;Filler;600002783
E. S. PEREZ RUMBAO S.A.;Filler;600002781
E. S. SAN ISIDRO;Filler;600000498
E. S. SAN JOSE;Filler;600001721
E.E.S.S. MIRA;Filler;600001286
E.LECLERC;Filler;600000253
E.LECLERC HIPERMERCADO;Filler;600002579
E.LECLERC INFANTE;Filler;600002586
E.LECLERC LEON;Filler;600002072
E.S BAHIA DE CASARES;Filler;600002375
E.S CAMPOEJIDO ADRA;Filler;600000266
E.S CAMPOEJIDO LAS PENAS;Filler;600000309
E.S CAMPOEJIDO TIERRAS ALMERIA;Filler;600000315
E.S DE ALFAMBRA;Filler;600003431
E.S EL BARRIAL S.L;Filler;600001056
E.S EL GORRION;Filler;600000089
E.S EL PALMAR;Filler;600003362
E.S EL VALLE (AGLA);Filler;600002372
E.S GREDOS;Filler;600000489
E.S H8 ENERGYS;Filler;600000336
E.S JESMAR;Filler;600001802
E.S LA ALMUDEMA;Filler;600002496
E.S MINIOIL ;Filler;600001690
E.S MIRADOR DE POQUEIRA;Filler;600001783
E.S MOLVIZAR, S.L;Filler;600001762
E.S NAUT ARAN;Filler;600002137
E.S NERJA;Filler;600002423
E.S NTRA SRA DEL ROSARIO;Filler;600000987
E.S PACOCALCULA;Filler;600000356
E.S PADDOCK DEL GUADIANA;Filler;600003559
E.S PETROGAZ;Filler;600002491
E.S PUERTA DONANA 2;Filler;600001832
E.S SANT ISIDRE;Filler;600002108
E.S SHELL VILLARRAMIEL;Filler;600002808
E.S VIDUEIROS;Filler;600001449
E.S.  AVINYO   -CEPSA-;Filler;600000648
E.S.  JAMILENA;Filler;600001992
E.S.  PUNT DE TROBADA    -SABADELL-;Filler;600000790
E.S.  VISTA ALEGRE;Filler;600000896
"E.S. ""LAS ADELFAS""";Filler;600000602
"E.S. ""SANTIAGO APOSTOL""";Filler;600001963
E.S. 2001;Filler;600002787
E.S. A VALINA;Filler;600002181
E.S. ABOX-OIL;Filler;600003486
E.S. AGRICOLA S.C.J. DE ALBAL 2C C.V.;Filler;600003607
E.S. AGUAVIVA;Filler;600003425
E.S. ALCALA;Filler;600003210
E.S. ALCAMPO SANT BOI;Filler;600000798
E.S. ALEDO;Filler;600002474
E.S. ALTO DO COUSO;Filler;600002776
E.S. ALVAMAR;Filler;600000279
E.S. AMADO S.L.;Filler;600003662
E.S. AQUACENTER;Filler;600000353
E.S. ARGOMILLA;Filler;600001085
E.S. ATENAS;Filler;600003294
E.S. BALAZOTE S.L.;Filler;600000033
E.S. BALMAPA;Filler;600001149
E.S. BARDENAS;Filler;600002759
E.S. BARRAX S.L.;Filler;600000034
E.S. BASURTO, S.L.;Filler;600000912
E.S. BENETUSER;Filler;600003644
E.S. CABREIRA;Filler;600001474
E.S. CABRERIZOS;Filler;600003043
E.S. CAMBA;Filler;600002186
E.S. CAMPEJIDO DALIAS;Filler;600000297
E.S. CAMPOEJIDO CTRA ALMERIMAR;Filler;600000308
E.S. CAMPOEJIDO ROQUETAS;Filler;600000358
E.S. CAMPSA;Filler;600001770
E.S. CANAVA;Filler;600001994
E.S. CANIZARES;Filler;600000204
E.S. CARBURANTES DE ARNUERO S.L.;Filler;600001063
E.S. CASHER;Filler;600003928
E.S. CEPSA CHIO;Filler;600003099
E.S. CEPSA LA CALETA;Filler;600003090
E.S. CEPSA PONTEBRANCA;Filler;600002172
E.S. COMARCA DE LA VERA;Filler;600000942
E.S. COMB3;Filler;600003824
E.S. COOP SANTA MARIA-EL EJIDO;Filler;600000311
E.S. COOP SANTA MARIA-VICAR-MURGIVERDE;Filler;600000379
E.S. CRISTALERIA;Filler;600000414
E.S. DAIMUS;Filler;600003682
E.S. DIEZ CENTIMOS;Filler;600003920
E.S. DISA MILLER BAJO;Filler;600002883
E.S. DISA VEGUETA;Filler;600002867
E.S. EBRO;Filler;600000913
E.S. EL ALAMO, S.L.;Filler;600002187
E.S. EL CORTIJO;Filler;600003657
E.S. EL CRUCE;Filler;600001251
E.S. EL DESVIO;Filler;600003484
E.S. EL GRANADAL;Filler;600001336
E.S. EL MOLINO ATARFE DOS;Filler;600001688
E.S. EL MOLINO ATARFE I;Filler;600001687
E.S. EL MOLINO MARACENA;Filler;600001760
E.S. EL POLIGONO;Filler;600000183
E.S. EL ROCIO;Filler;600003256
E.S. EL VALLE;Filler;600003372
E.S. ESCUDERO;Filler;600000288
E.S. ESLA MOVIL S.L.;Filler;600002080
E.S. EUROPA;Filler;600001946
E.S. FAVARA;Filler;600003742
E.S. FERRERIES;Filler;600000621
E.S. FORN D'ALCEDO S.L.;Filler;600003833
E.S. GASOLEOS HORTICAMPO - VICAR;Filler;600000376
E.S. GESTINCO CARDADOR ;Filler;600001337
E.S. GRANASOL ;Filler;600001775
E.S. GUNTIN;Filler;600002168
E.S. HORTETA;Filler;600003668
E.S. ILITURGI;Filler;600001944
E.S. INIGO;Filler;600003257
E.S. IREGUA, S.L;Filler;600003016
E.S. IRIXOA - IRIGAS GROUP;Filler;600001447
E.S. ISLARES S.L.;Filler;600001068
E.S. KONTXA S.L.;Filler;600002695
E.S. LA ALMORAIMA;Filler;600000996
E.S. LA CARLOTA;Filler;600001327
E.S. LA CARRASCA;Filler;600001844
E.S. LA CATRIA;Filler;600003328
E.S. LA CENTRAL;Filler;600000953
E.S. LA COMARCA;Filler;600003831
E.S. LA CORONADA;Filler;600000604
E.S. LA CRUZ DEL GALLO;Filler;600001884
E.S. LA CUESTA;Filler;600001500
E.S. LA HERMIDA;Filler;600001410
E.S. LA JOYOSA;Filler;600003985
E.S. LA LONJA;Filler;600001021
E.S. LA LOPERANA;Filler;600002001
E.S. LA MILANA  AGLA;Filler;600001388
E.S. LA MURALLA ;Filler;600001156
E.S. LA PONDEROSA;Filler;600003660
E.S. LA RURAL;Filler;600001815
E.S. LA SANTA;Filler;600002644
E.S. LA TORRE;Filler;600000240
E.S. LA VENDIMIA;Filler;600001368
E.S. LAS BRUJAS - CERNEGULA;Filler;600000905
E.S. LAS CUEVAS;Filler;600001345
E.S. LAS PALMERAS;Filler;600002400
E.S. LAS SALINAS;Filler;600000254
E.S. LEDANA ;Filler;600000072
E.S. LEGARDA;Filler;600002720
E.S. LEMANS;Filler;600001750
E.S. LETUR;Filler;600000058
E.S. LOS LLANOS AGLA;Filler;600001389
E.S. LOS PAJARES-AGLA;Filler;600003240
E.S. LOS PAROMALEJOS,S.L.;Filler;600001744
E.S. M  AUXILIADORA;Filler;600001381
E.S. MAGDAOIL;Filler;600003211
E.S. MARIA AUXILIADORA;Filler;600003364
E.S. MARINA EMPURIABRAVA;Filler;600004052
E.S. MARJA;Filler;600001072
E.S. METROARTE;Filler;600003749
E.S. MIDES, S.L.;Filler;600003814
E.S. MIRA;Filler;600001287
E.S. MIRA, S.L.;Filler;600002024
E.S. MIRASIERRA;Filler;600001694
E.S. MOLERO S.A.;Filler;600002500
E.S. MONTEAGUDO;Filler;600002594
E.S. MONTECOLLADO S.L.;Filler;600003702
E.S. MUINO GRANDE;Filler;600001475
E.S. MURCHANTE  AVIA;Filler;600002734
E.S. O VISO;Filler;600002782
E.S. OGICANAS ;Filler;600001776
E.S. OION;Filler;600000390
E.S. OLIVERAL A3,SL;Filler;600003788
E.S. OZAGAS;Filler;600001462
E.S. PAPA ALI;Filler;600002553
E.S. PARQUE ALCOSA;Filler;600003346
E.S. PARRAGA;Filler;600003344
E.S. PASEO DE LA VIRGEN;Filler;600001970
E.S. PEROXA (A);Filler;600002786
E.S. PETRER-ELDA;Filler;600000234
E.S. PETRONACHIL;Filler;600001797
E.S. PETRONACHIL - LOS ALAMOS;Filler;600001686
E.S. PINEDA DE MAR;Filler;600000773
E.S. PLUSOIL;Filler;600000189
E.S. POLIGONO;Filler;600002183
E.S. PONTE OBISPO SL;Filler;600001953
E.S. PORTO DE VILAXOAN;Filler;600004064
E.S. PORTUGOS;Filler;600001791
E.S. PREMIER;Filler;600002523
E.S. REAL;Filler;600003873
E.S. REPSOL CORRALEJO;Filler;600002863
E.S. REYCA - AGLA;Filler;600001044
E.S. RIO LINARES;Filler;600003026
E.S. RIVERA;Filler;600000917
E.S. RODALABOTA;Filler;600003262
E.S. ROSALEDA  -ST. FRUITOS DE BAGES-     GASOILS ROVIRA;Filler;600000811
E.S. SALADILLO;Filler;600002388
E.S. SALVADOR CABELLO;Filler;600003323
E.S. SAN CORONADO;Filler;600003701
E.S. SAN CRISTOBAL;Filler;600001984
E.S. SAN GREGORIO;Filler;600001206
E.S. SAN NICOLAS;Filler;600001916
E.S. SANCHO ABARCA;Filler;600004018
E.S. SANT GUIM;Filler;600002142
E.S. SANT MARTI D'ALBARS;Filler;600000818
E.S. SANT RAMON;Filler;600002143
E.S. SANTA ANA DE LA JANDA;Filler;600000985
E.S. SANTA FAZ;Filler;600000124
E.S. SANTA MARTA;Filler;600003343
E.S. SANTA RITA;Filler;600001453
E.S. SECADERO;Filler;600002376
E.S. SEGRIA;Filler;600002093
E.S. SEROS;Filler;600002144
E.S. SHELL AUTOVIA  ARUCAS;Filler;600002838
E.S. SHELL BETERA;Filler;600003651
E.S. SHELL SCHAMANN;Filler;600002897
E.S. SILES AGUILERA;Filler;600002454
E.S. SOMAHOZ;Filler;600001071
E.S. SOMARES S.L.;Filler;600002572
E.S. TERUGAS;Filler;600002290
E.S. TEXAS;Filler;600000211
E.S. TIEBAS;Filler;600002756
E.S. TOBARRA;Filler;600000085
E.S. TOCALU ;Filler;600000391
