Provincia;Municipio;Localidad
CACERES;GUADALUPE;GUADALUPE
CACERES;GUIJO DE GALISTEO;BATAN (EL)
CACERES;GUIJO DE GRANADILLA;GUIJO DE GRANADILLA
CACERES;JARAIZ DE LA VERA;JARAIZ DE LA VERA
CACERES;JARANDILLA DE LA VERA;JARANDILLA DE LA VERA
CACERES;LOGROSAN;LOGROSAN
CACERES;LOSAR DE LA VERA;LOSAR DE LA VERA
CACERES;MADRIGALEJO;MADRIGALEJO
CACERES;MADRONERA;MADRONERA
CACERES;MAJADAS;MAJADAS
CACERES;MALPARTIDA DE CACERES;MALPARTIDA DE CACERES
CACERES;MALPARTIDA DE PLASENCIA;MALPARTIDA DE PLASENCIA
CACERES;MIAJADAS;MIAJADAS
CACERES;MOHEDAS DE GRANADILLA;MOHEDAS DE GRANADILLA
CACERES;MONTANCHEZ;MONTANCHEZ
CACERES;MONTEHERMOSO;MONTEHERMOSO
CACERES;MORALEJA;MORALEJA
CACERES;MORALEJA;VEGAVIANA
CACERES;NAVALMORAL DE LA MATA;NAVALMORAL DE LA MATA
CACERES;NUNOMORAL;VEGAS DE CORIA
CACERES;PALOMERO;PALOMERO
CACERES;PASARON DE LA VERA;PASARON DE LA VERA
CACERES;PERALEDA DE LA MATA;PERALEDA DE LA MATA
CACERES;PERALES DEL PUERTO;PERALES DEL PUERTO
CACERES;PINOFRANQUEADO;PINOFRANQUEADO
CACERES;PIORNAL;PIORNAL
CACERES;PLASENCIA;PLASENCIA
CACERES;POZUELO DE ZARZON;POZUELO DE ZARZON
CACERES;RIOLOBOS;RIOLOBOS
CACERES;SALORINO;SALORINO
CACERES;SANTA CRUZ DE LA SIERRA;SANTA CRUZ DE LA SIERRA
CACERES;SANTIAGO DEL CAMPO;SANTIAGO DEL CAMPO
CACERES;TALAYUELA;TALAYUELA
CACERES;TALAYUELA;TIETAR
CACERES;TEJEDA DE TIETAR;TEJEDA DE TIETAR
CACERES;TORNO (EL);TORNO (EL)
CACERES;TORRE DE SANTA MARIA;TORRE DE SANTA MARIA
CACERES;TORRECILLAS DE LA TIESA;TORRECILLAS DE LA TIESA
CACERES;TORREJON EL RUBIO;TORREJON EL RUBIO
CACERES;TORREJONCILLO;TORREJONCILLO
CACERES;TORREORGAZ;TORREORGAZ
CACERES;TRUJILLO;TRUJILLO
CACERES;VALDASTILLAS;VALDASTILLAS
CACERES;VALDEOBISPO;VALDEOBISPO
CACERES;VALENCIA DE ALCANTARA;VALENCIA DE ALCANTARA
CACERES;VALVERDE DEL FRESNO;VALVERDE DEL FRESNO
CACERES;VILLANUEVA DE LA VERA;VILLANUEVA DE LA VERA
CACERES;VILLAR DE PLASENCIA;VILLAR DE PLASENCIA
CACERES;VILLAR DEL PEDROSO;VILLAR DEL PEDROSO
CACERES;ZARZA DE GRANADILLA;ZARZA DE GRANADILLA
CACERES;ZARZA LA MAYOR;ZARZA LA MAYOR
CACERES;ZORITA;ZORITA
CADIZ;ALCALA DE LOS GAZULES;ALCALA DE LOS GAZULES
CADIZ;ALCALA DEL VALLE;ALCALA DEL VALLE
CADIZ;ALGAR;ALGAR
CADIZ;ALGECIRAS;ALGECIRAS
CADIZ;ALGODONALES;ALGODONALES
CADIZ;ARCOS DE LA FRONTERA;ARCOS DE LA FRONTERA
CADIZ;ARCOS DE LA FRONTERA;JEDULA
CADIZ;BARBATE;BARBATE
CADIZ;BARRIOS (LOS);BARRIOS (LOS)
CADIZ;BARRIOS (LOS);PALMONES
CADIZ;BENALUP-CASAS VIEJAS;BENALUP
CADIZ;BORNOS;BORNOS
CADIZ;BOSQUE (EL);BOSQUE (EL)
CADIZ;CADIZ;CADIZ
CADIZ;CASTELLAR DE LA FRONTERA;ALMORAIMA
CADIZ;CHICLANA DE LA FRONTERA;CHICLANA DE LA FRONTERA
CADIZ;CHIPIONA;CHIPIONA
CADIZ;CONIL DE LA FRONTERA;CONIL DE LA FRONTERA
CADIZ;CONIL DE LA FRONTERA;BARRIO NUEVO
CADIZ;ESPERA;ESPERA
CADIZ;GASTOR (EL);GASTOR (EL)
CADIZ;GRAZALEMA;GRAZALEMA
CADIZ;JEREZ DE LA FRONTERA;JEREZ DE LA FRONTERA
CADIZ;JEREZ DE LA FRONTERA;GUADALCACIN DEL CAUDILLO
CADIZ;JEREZ DE LA FRONTERA;NUEVA JARILLA
CADIZ;JEREZ DE LA FRONTERA;BARCA DE LA FLORIDA (LA)
CADIZ;JEREZ DE LA FRONTERA;TORRECERA
CADIZ;JEREZ DE LA FRONTERA;JOSE ANTONIO
CADIZ;JIMENA DE LA FRONTERA;JIMENA DE LA FRONTERA
CADIZ;JIMENA DE LA FRONTERA;ANGELES (LOS)
CADIZ;JIMENA DE LA FRONTERA;SAN PABLO DE BUCEITE
CADIZ;LINEA DE LA CONCEPCION (LA);LINEA LA CONCEPCION (LA)
CADIZ;MEDINA-SIDONIA;MEDINA-SIDONIA
CADIZ;OLVERA;OLVERA
CADIZ;PATERNA DE RIVERA;PATERNA DE RIVERA
CADIZ;PRADO DEL REY;PRADO DEL REY
CADIZ;PUERTO DE SANTA MARIA (EL);PUERTO DE SANTA MARIA (EL)
CADIZ;PUERTO DE SANTA MARIA (EL);ARENALES (LOS)
CADIZ;PUERTO REAL;PUERTO REAL
CADIZ;ROTA;ROTA
CADIZ;ROTA;COSTA BALLENA
CADIZ;SAN FERNANDO;SAN FERNANDO
CADIZ;SAN JOSE DEL VALLE;SAN JOSE DEL VALLE
CADIZ;SAN ROQUE;SAN ROQUE
CADIZ;SAN ROQUE;CAMPAMENTO
CADIZ;SAN ROQUE;SAN ENRIQUE
CADIZ;SAN ROQUE;TORREGUADIARO
CADIZ;SANLUCAR DE BARRAMEDA;SANLUCAR DE BARRAMEDA
CADIZ;SANLUCAR DE BARRAMEDA;BONANZA
CADIZ;SANLUCAR DE BARRAMEDA;ALGAIDA (LA)
CADIZ;SETENIL DE LAS BODEGAS;SETENIL
CADIZ;TARIFA;TARIFA
CADIZ;TARIFA;BUJEO (EL)
CADIZ;TARIFA;TAHIVILLA
CADIZ;TREBUJENA;TREBUJENA
CADIZ;UBRIQUE;UBRIQUE
CADIZ;VEJER DE LA FRONTERA;VEJER DE LA FRONTERA
CADIZ;VEJER DE LA FRONTERA;PALMAR EL
CADIZ;VEJER DE LA FRONTERA;MUELA LA
CADIZ;VEJER DE LA FRONTERA;CANADA ANCHA
CADIZ;VILLAMARTIN;VILLAMARTIN
CANTABRIA;ALFOZ DE LLOREDO;NOVALES
CANTABRIA;AMPUERO;AMPUERO
CANTABRIA;ARENAS DE IGUNA;ARENAS DE IGUNA
CANTABRIA;ARNUERO;ARNUERO
CANTABRIA;ASTILLERO (EL);BOO
CANTABRIA;ASTILLERO (EL);GUARNIZO
CANTABRIA;BARCENA DE CICERO;AMBROSERO
CANTABRIA;CABEZON DE LA SAL;CABEZON DE LA SAL
CANTABRIA;CABEZON DE LA SAL;CABROJO
CANTABRIA;CAMARGO;MALIANO
CANTABRIA;CAMARGO;MURIEDAS
CANTABRIA;CAMARGO;HERRERA
CANTABRIA;CAMARGO;REVILLA
CANTABRIA;CAMPOO DE ENMEDIO;BOLMIR
CANTABRIA;CAMPOO DE ENMEDIO;FOMBELLIDA
CANTABRIA;CARTES;CARTES
CANTABRIA;CARTES;SANTIAGO
CANTABRIA;CASTANEDA;POMALUENGO
CANTABRIA;CASTRO-URDIALES;CASTRO URDIALES
CANTABRIA;CASTRO-URDIALES;ISLARES
CANTABRIA;CASTRO-URDIALES;ONTON
CANTABRIA;CILLORIGO DE LIEBANA;OJEDO
CANTABRIA;COLINDRES;COLINDRES
CANTABRIA;COMILLAS;COMILLAS
CANTABRIA;CORRALES DE BUELNA (LOS);LOS CORRALES DE BUELNA
CANTABRIA;CORRALES DE BUELNA (LOS);CORRALES (LOS)
CANTABRIA;CORRALES DE BUELNA (LOS);SOMAHOZ
CANTABRIA;CORRALES DE BUELNA (LOS);BARROS
CANTABRIA;CORVERA DE TORANZO;SAN VICENTE DE TORANZO
CANTABRIA;CORVERA DE TORANZO;VILLEGAR
CANTABRIA;ENTRAMBASAGUAS;HOZNAYO
CANTABRIA;ESCALANTE;ESCALANTE
CANTABRIA;HAZAS DE CESTO;BERANGA
CANTABRIA;LAREDO;LAREDO
CANTABRIA;LIENDO;LIENDO
CANTABRIA;LIERGANES;PAMANES
CANTABRIA;MARINA DE CUDEYO;ELECHAS
CANTABRIA;MEDIO CUDEYO;SOLARES
CANTABRIA;MEDIO CUDEYO;HERAS
CANTABRIA;MERUELO;SAN MAMES DE MERUELO
CANTABRIA;MERUELO;SAN MIGUEL DE MERUELO
CANTABRIA;MIENGO;GORNAZO
CANTABRIA;MIENGO;CUDON
CANTABRIA;MOLLEDO;SANTA OLALLA
CANTABRIA;PENAGOS;SOBARZO
CANTABRIA;PIELAGOS;RENEDO
CANTABRIA;PIELAGOS;PARBAYON
CANTABRIA;PIELAGOS;ARCE
CANTABRIA;POLANCO;REQUEJADA
CANTABRIA;PUENTE VIESGO;PUENTE VIESGO
CANTABRIA;RAMALES DE LA VICTORIA;RAMALES DE LA VICTORIA
CANTABRIA;REINOSA;REINOSA
CANTABRIA;REOCIN;REOCIN
CANTABRIA;REOCIN;PUENTE SAN MIGUEL
CANTABRIA;RIBAMONTAN AL MAR;CASTANEDO
CANTABRIA;RIBAMONTAN AL MAR;LOREDO
CANTABRIA;RIBAMONTAN AL MONTE;ANERO
CANTABRIA;RIONANSA;PUENTENANSA
CANTABRIA;RIOTUERTO;CAVADA (LA)
CANTABRIA;RUENTE;RUENTE
CANTABRIA;RUILOBA;RUILOBUCA
CANTABRIA;SAN FELICES DE BUELNA;JAIN
CANTABRIA;SAN VICENTE DE LA BARQUERA;SAN VICENTE DE LA BARQUERA
CANTABRIA;SANTA CRUZ DE BEZANA;SOTO DE LA MARINA
CANTABRIA;SANTA CRUZ DE BEZANA;SANTA CRUZ DE BEZANA
CANTABRIA;SANTA CRUZ DE BEZANA;MOMPIA
CANTABRIA;SANTA MARIA DE CAYON;ARGOMILLA
CANTABRIA;SANTA MARIA DE CAYON;ENCINA (LA)
CANTABRIA;SANTANDER;SANTANDER
CANTABRIA;SANTANDER;PENACASTILLO
CANTABRIA;SANTANDER;SAN ROMAN
CANTABRIA;SANTILLANA DEL MAR;VIVEDA
CANTABRIA;SANTIURDE DE TORANZO;IRUZ
CANTABRIA;SANTONA;SANTONA
CANTABRIA;SOBA;SOBA
CANTABRIA;SOLORZANO;SOLORZANO
CANTABRIA;SUANCES;SUANCES
CANTABRIA;SUANCES;HINOJEDO
CANTABRIA;TORRELAVEGA;TORRELAVEGA
CANTABRIA;TORRELAVEGA;GANZO
CANTABRIA;TORRELAVEGA;SIERRAPANDO
CANTABRIA;TORRELAVEGA;TANOS
CANTABRIA;TORRELAVEGA;BARREDA
CANTABRIA;VAL DE SAN VICENTE;PESUES
CANTABRIA;VALDALIGA;VALDALIGA
CANTABRIA;VALDERREDIBLE;POLIENTES
CANTABRIA;VEGA DE PAS;CANDOLIAS
CANTABRIA;VILLACARRIEDO;VILLACARRIEDO
CANTABRIA;VILLAESCUSA;LIANO
CANTABRIA;VILLAESCUSA;CONCHA (LA)
CANTABRIA;VILLAESCUSA;VILLANUEVA
CANTABRIA;VILLAFUFRE;VEGA
CANTABRIA;VOTO;SAN PANTALEON DE ARAS
CASTELLON / CASTELLO;ALBOCASSER;ALBOCASSER
CASTELLON / CASTELLO;ALCALA DE XIVERT;ALCALA DE XIVERT
CASTELLON / CASTELLO;ALCALA DE XIVERT;ALCOSSEBRE
CASTELLON / CASTELLO;ALCORA (L');ALCORA
CASTELLON / CASTELLO;ALMAZORA/ALMASSORA;ALMAZORA
CASTELLON / CASTELLO;ALMENARA;ALMENARA
CASTELLON / CASTELLO;ALQUERIAS DEL NINO PERDIDO;ALQUERIAS DEL NINO PERDIDO
CASTELLON / CASTELLO;ARTANA;ARTANA
CASTELLON / CASTELLO;ATZENETA DEL MAESTRAT;ATZENETA DEL MAESTRAT
CASTELLON / CASTELLO;BARRACAS;BARRACAS
CASTELLON / CASTELLO;BEJIS;BEJIS
CASTELLON / CASTELLO;BENASAL;BENASAL
CASTELLON / CASTELLO;BENICARLO;BENICARLO
CASTELLON / CASTELLO;BENICASIM/BENICASSIM;BENICASIM
CASTELLON / CASTELLO;BENLLOCH;BENLLOCH
CASTELLON / CASTELLO;BETXI;BETXI
CASTELLON / CASTELLO;BORRIOL;BORRIOL
CASTELLON / CASTELLO;BURRIANA;BURRIANA
CASTELLON / CASTELLO;CABANES;RIBERA DE CABANES, LA
CASTELLON / CASTELLO;CABANES;CABANES
CASTELLON / CASTELLO;CASTELLON DE LA PLANA/CASTELLO DE LA PLANA;CASTELLON DE LA PLANA
CASTELLON / CASTELLO;CHILCHES/XILXES;CHILCHES
CASTELLON / CASTELLO;COVES DE VINROMA (LES);COVES DE VINROMA (LES)
CASTELLON / CASTELLO;FORCALL;FORCALL
CASTELLON / CASTELLO;JANA (LA);JANA (LA)
CASTELLON / CASTELLO;JERICA;JERICA
CASTELLON / CASTELLO;LLOSA (LA);LLOSA (LA)
CASTELLON / CASTELLO;LUCENA DEL CID;LUCENA DEL CID
CASTELLON / CASTELLO;MONCOFA;MONCOFA
CASTELLON / CASTELLO;MONTANEJOS;MONTANEJOS
CASTELLON / CASTELLO;MORELLA;MORELLA
CASTELLON / CASTELLO;NULES;NULES
CASTELLON / CASTELLO;ONDA;ONDA
CASTELLON / CASTELLO;ONDA;PANTANO DEL SICHAR
CASTELLON / CASTELLO;ONDA;APEADERO DE BECHI
CASTELLON / CASTELLO;OROPESA DEL MAR/ORPESA;OROPESA
CASTELLON / CASTELLO;OROPESA DEL MAR/ORPESA;AMPLARIES (LES)
CASTELLON / CASTELLO;PENISCOLA;PENISCOLA
CASTELLON / CASTELLO;POBLA TORNESA (LA);POBLA TORNESA (LA)
CASTELLON / CASTELLO;RIBESALBES;RIBESALBES
CASTELLON / CASTELLO;SAN RAFAEL DEL RIO;SAN RAFAEL DEL RIO
CASTELLON / CASTELLO;SANT JOAN DE MORO;SANT JOAN DE MORO
CASTELLON / CASTELLO;SANT MATEU;SANT MATEU
CASTELLON / CASTELLO;SANTA MAGDALENA DE PULPIS;SANTA MAGDALENA DE PULPIS
CASTELLON / CASTELLO;SEGORBE;SEGORBE
CASTELLON / CASTELLO;SIERRA ENGARCERAN;SIERRA-ENGARCERAN
CASTELLON / CASTELLO;SONEJA;SONEJA
CASTELLON / CASTELLO;SOT DE FERRER;SOT DE FERRER
CASTELLON / CASTELLO;TORREBLANCA;TORREBLANCA
CASTELLON / CASTELLO;TRAIGUERA;TRAIGUERA
CASTELLON / CASTELLO;VALL D'ALBA;VALL D'ALBA
CASTELLON / CASTELLO;VALL D'UIXO (LA);VALL D'UIXO (LA)
CASTELLON / CASTELLO;VILAFAMES;VILAFAMES
CASTELLON / CASTELLO;VILANOVA D'ALCOLEA;VILANOVA D'ALCOLEA
CASTELLON / CASTELLO;VILLAFRANCA DEL CID;VILLAFRANCA DEL CID
CASTELLON / CASTELLO;VILLARREAL/VILA-REAL;VILLARREAL
CASTELLON / CASTELLO;VILLAVIEJA;VILAVELLA (LA)
CASTELLON / CASTELLO;VINAROS;VINAROS
CASTELLON / CASTELLO;VISTABELLA DEL MAESTRAZGO;VISTABELLA DEL MAESTRAZGO
CASTELLON / CASTELLO;VIVER;VIVER
CEUTA;CEUTA;CEUTA
CIUDAD REAL;ABENOJAR;ABENOJAR
CIUDAD REAL;AGUDO;AGUDO
CIUDAD REAL;ALAMILLO;ALAMILLO
CIUDAD REAL;ALBALADEJO;ALBALADEJO
CIUDAD REAL;ALCAZAR DE SAN JUAN;ALCAZAR DE SAN JUAN
CIUDAD REAL;ALCAZAR DE SAN JUAN;ALAMEDA DE CERVERA
CIUDAD REAL;ALCAZAR DE SAN JUAN;CINCO CASAS
CIUDAD REAL;ALCOLEA DE CALATRAVA;ALCOLEA DE CALATRAVA
CIUDAD REAL;ALCUBILLAS;ALCUBILLAS
CIUDAD REAL;ALDEA DEL REY;ALDEA DEL REY
CIUDAD REAL;ALMADEN;ALMADEN
CIUDAD REAL;ALMAGRO;ALMAGRO
CIUDAD REAL;ALMEDINA;ALMEDINA
CIUDAD REAL;ALMODOVAR DEL CAMPO;ALMODOVAR DEL CAMPO
CIUDAD REAL;ALMURADIEL;ALMURADIEL
CIUDAD REAL;ARENALES DE SAN GREGORIO;ARENALES DE SAN GREGORIO
CIUDAD REAL;ARENAS DE SAN JUAN;ARENAS DE SAN JUAN
CIUDAD REAL;ARGAMASILLA DE ALBA;ARGAMASILLA DE ALBA
CIUDAD REAL;ARGAMASILLA DE CALATRAVA;ARGAMASILLA DE CALATRAVA
CIUDAD REAL;BOLANOS DE CALATRAVA;BOLANOS DE CALATRAVA
CIUDAD REAL;BRAZATORTAS;BRAZATORTAS
CIUDAD REAL;CALZADA DE CALATRAVA;CALZADA DE CALATRAVA
CIUDAD REAL;CAMPO DE CRIPTANA;CAMPO DE CRIPTANA
CIUDAD REAL;CARRION DE CALATRAVA;CARRION DE CALATRAVA
CIUDAD REAL;CARRIZOSA;CARRIZOSA
CIUDAD REAL;CASTELLAR DE SANTIAGO;CASTELLAR DE SANTIAGO
CIUDAD REAL;CHILLON;CHILLON
CIUDAD REAL;CIUDAD REAL;CIUDAD REAL
CIUDAD REAL;CORRAL DE CALATRAVA;CORRAL DE CALATRAVA
CIUDAD REAL;CORTIJOS (LOS);CORTIJOS DE ARRIBA
CIUDAD REAL;COZAR;COZAR
CIUDAD REAL;DAIMIEL;DAIMIEL
CIUDAD REAL;FUENCALIENTE;FUENCALIENTE
CIUDAD REAL;FUENTE EL FRESNO;FUENTE EL FRESNO
CIUDAD REAL;GRANATULA DE CALATRAVA;GRANATULA DE CALATRAVA
CIUDAD REAL;GUADALMEZ;GUADALMEZ
CIUDAD REAL;HERENCIA;HERENCIA
CIUDAD REAL;LABORES (LAS);LABORES (LAS)
CIUDAD REAL;LLANOS DEL CAUDILLO;LLANOS DEL CAUDILLO
CIUDAD REAL;LUCIANA;LUCIANA
CIUDAD REAL;MALAGON;MALAGON
CIUDAD REAL;MANZANARES;MANZANARES
CIUDAD REAL;MEMBRILLA;MEMBRILLA
CIUDAD REAL;MIGUELTURRA;MIGUELTURRA
CIUDAD REAL;MONTIEL;MONTIEL
CIUDAD REAL;MORAL DE CALATRAVA;MORAL DE CALATRAVA
CIUDAD REAL;PEDRO MUNOZ;PEDRO MUNOZ
CIUDAD REAL;PIEDRABUENA;PIEDRABUENA
CIUDAD REAL;PORZUNA;PORZUNA
CIUDAD REAL;POZUELO DE CALATRAVA;POZUELO DE CALATRAVA
CIUDAD REAL;PUEBLA DE DON RODRIGO;PUEBLA DE DON RODRIGO
CIUDAD REAL;PUERTO LAPICE;PUERTO LAPICE
CIUDAD REAL;PUERTOLLANO;PUERTOLLANO
CIUDAD REAL;RETUERTA DEL BULLAQUE;RETUERTA DEL BULLAQUE
CIUDAD REAL;ROBLEDO (EL);ROBLEDO (EL)
CIUDAD REAL;RUIDERA;RUIDERA
CIUDAD REAL;SACERUELA;SACERUELA
CIUDAD REAL;SAN CARLOS DEL VALLE;SAN CARLOS DEL VALLE
CIUDAD REAL;SANTA CRUZ DE LOS CANAMOS;SANTA CRUZ DE LOS CANAMOS
CIUDAD REAL;SANTA CRUZ DE MUDELA;SANTA CRUZ DE MUDELA
CIUDAD REAL;SOCUELLAMOS;SOCUELLAMOS
CIUDAD REAL;SOLANA (LA);SOLANA (LA)
CIUDAD REAL;TERRINCHES;TERRINCHES
CIUDAD REAL;TOMELLOSO;TOMELLOSO
CIUDAD REAL;TORRALBA DE CALATRAVA;TORRALBA DE CALATRAVA
CIUDAD REAL;TORRE DE JUAN ABAD;TORRE DE JUAN ABAD
CIUDAD REAL;TORRENUEVA;TORRENUEVA
CIUDAD REAL;VALDEPENAS;VALDEPENAS
CIUDAD REAL;VALDEPENAS;CONSOLACION
CIUDAD REAL;VILLAHERMOSA;VILLAHERMOSA
CIUDAD REAL;VILLAMANRIQUE;VILLAMANRIQUE
CIUDAD REAL;VILLAMAYOR DE CALATRAVA;VILLAMAYOR DE CALATRAVA
CIUDAD REAL;VILLANUEVA DE LA FUENTE;VILLANUEVA DE LA FUENTE
CIUDAD REAL;VILLANUEVA DE LOS INFANTES;VILLANUEVA LOS INFANTES
CIUDAD REAL;VILLANUEVA DE SAN CARLOS;VILLANUEVA DE SAN CARLOS
CIUDAD REAL;VILLARRUBIA DE LOS OJOS;VILLARRUBIA DE LOS OJOS
CIUDAD REAL;VILLARTA DE SAN JUAN;VILLARTA DE SAN JUAN
CIUDAD REAL;VISO DEL MARQUES;VISO DEL MARQUES
CORDOBA;ADAMUZ;ADAMUZ
CORDOBA;AGUILAR DE LA FRONTERA;AGUILAR DE LA FRONTERA
CORDOBA;ALCARACEJOS;ALCARACEJOS
CORDOBA;ALMEDINILLA;ALMEDINILLA
CORDOBA;ALMODOVAR DEL RIO;ALMODOVAR DEL RIO
CORDOBA;ANORA;ANORA
CORDOBA;BAENA;BAENA
CORDOBA;BAENA;ALBENDIN
CORDOBA;BELALCAZAR;BELALCAZAR
CORDOBA;BELMEZ;BELMEZ
CORDOBA;BENAMEJI;BENAMEJI
CORDOBA;BLAZQUEZ (LOS);BLAZQUEZ (LOS)
CORDOBA;BUJALANCE;BUJALANCE
CORDOBA;CABRA;CABRA
CORDOBA;CANETE DE LAS TORRES;CANETE DE LAS TORRES
CORDOBA;CARCABUEY;CARCABUEY
CORDOBA;CARDENA;CARDENA
CORDOBA;CARLOTA (LA);CARLOTA (LA)
CORDOBA;CARLOTA (LA);ARRECIFE (EL)
CORDOBA;CARLOTA (LA);QUINTANA
CORDOBA;CARPIO (EL);CARPIO (EL)
CORDOBA;CASTRO DEL RIO;CASTRO DEL RIO
CORDOBA;CORDOBA;CORDOBA
CORDOBA;CORDOBA;ALCOLEA
CORDOBA;CORDOBA;QUEMADAS (LAS)
CORDOBA;CORDOBA;VILLARRUBIA
CORDOBA;CORDOBA;SANTA CRUZ
CORDOBA;CORDOBA;MAJANEQUE
CORDOBA;DONA MENCIA;DONA MENCIA
CORDOBA;ENCINAS REALES;ENCINAS REALES
CORDOBA;ESPEJO;ESPEJO
CORDOBA;ESPIEL;ESPIEL
CORDOBA;FERNAN-NUNEZ;FERNAN NUNEZ
CORDOBA;FUENTE OBEJUNA;FUENTE OBEJUNA
CORDOBA;FUENTE PALMERA;FUENTE PALMERA
CORDOBA;FUENTE-TOJAR;FUENTE-TOJAR
CORDOBA;HINOJOSA DEL DUQUE;HINOJOSA DEL DUQUE
CORDOBA;HORNACHUELOS;HORNACHUELOS
CORDOBA;IZNAJAR;IZNAJAR
CORDOBA;IZNAJAR;VALENZUELA Y LLANADAS
CORDOBA;LUCENA;LUCENA
CORDOBA;LUCENA;ANJARON
CORDOBA;LUQUE;LUQUE
CORDOBA;MONTALBAN DE CORDOBA;MONTALBAN DE CORDOBA
CORDOBA;MONTEMAYOR;MONTEMAYOR
CORDOBA;MONTILLA;MONTILLA
CORDOBA;MONTORO;MONTORO
CORDOBA;MONTURQUE;MONTURQUE
CORDOBA;MORILES;MORILES
CORDOBA;NUEVA CARTEYA;NUEVA CARTEYA
CORDOBA;OBEJO;OBEJO
CORDOBA;PALENCIANA;PALENCIANA
CORDOBA;PALMA DEL RIO;PALMA DEL RIO
CORDOBA;PEDRO ABAD;PEDRO ABAD
CORDOBA;PEDROCHE;PEDROCHE
CORDOBA;PENARROYA-PUEBLONUEVO;PENARROYA-PUEBLONUEVO
CORDOBA;POSADAS;POSADAS
CORDOBA;POZOBLANCO;POZOBLANCO
CORDOBA;PRIEGO DE CORDOBA;PRIEGO DE CORDOBA
CORDOBA;PRIEGO DE CORDOBA;ZAMORANOS
CORDOBA;PRIEGO DE CORDOBA;LAGUNILLAS (LAS)
CORDOBA;PRIEGO DE CORDOBA;CONCEPCION (LA)
CORDOBA;PRIEGO DE CORDOBA;CASTIL DE CAMPOS
CORDOBA;PUENTE GENIL;PUENTE GENIL
CORDOBA;RAMBLA (LA);RAMBLA (LA)
CORDOBA;RUTE;RUTE
CORDOBA;RUTE;LLANOS DE DON JUAN
CORDOBA;SAN SEBASTIAN DE LOS BALLESTEROS;SAN SEBASTIAN DE LOS BALLESTEROS
CORDOBA;SANTAELLA;SANTAELLA
CORDOBA;SANTAELLA;MONTIELA (LA)
CORDOBA;SANTAELLA;GUIJARROSA (LA)
CORDOBA;TORRECAMPO;TORRECAMPO
CORDOBA;VICTORIA (LA);VICTORIA (LA)
CORDOBA;VILLA DEL RIO;VILLA DEL RIO
CORDOBA;VILLAFRANCA DE CORDOBA;VILLAFRANCA DE CORDOBA
CORDOBA;VILLAHARTA;VILLAHARTA
CORDOBA;VILLANUEVA DE CORDOBA;VILLANUEVA DE CORDOBA
CORDOBA;VILLANUEVA DEL DUQUE;VILLANUEVA DEL DUQUE
CORDOBA;VILLANUEVA DEL REY;VILLANUEVA DEL REY
CORDOBA;VILLAVICIOSA DE CORDOBA;VILLAVICIOSA DE CORDOBA
CORDOBA;VISO (EL);VISO (EL)
CORUNA (A);ABEGONDO;ABEGONDO
CORUNA (A);AMES;AMES
CORUNA (A);AMES;PONTE MACEIRA (A)
CORUNA (A);AMES;LAPIDO
CORUNA (A);ARTEIXO;GRELA (A)
CORUNA (A);ARTEIXO;ARTEIXO
CORUNA (A);ARTEIXO;SABON
CORUNA (A);ARTEIXO;VILARRODIS
CORUNA (A);ARTEIXO;LARIN
CORUNA (A);ARTEIXO;MEICENDE
CORUNA (A);ARZUA;ARZUA
CORUNA (A);ARZUA;DOMBODAN
CORUNA (A);BANA (A);BANA (A)
CORUNA (A);BANA (A);MOLDES
CORUNA (A);BERGONDO;BERGONDINO
CORUNA (A);BETANZOS;BETANZOS
CORUNA (A);BETANZOS;BETANZOS-O-VELLO
CORUNA (A);BETANZOS;GUILIADE
CORUNA (A);BETANZOS;VIUXE
CORUNA (A);BOIMORTO;CORREDOIRAS
CORUNA (A);BOIRO;BOIRO
CORUNA (A);BOIRO;PESQUEIRA
CORUNA (A);BOIRO;BERMO
CORUNA (A);BOQUEIXON;SERGUDE
CORUNA (A);BRION;ANXELES (OS), SANTA MARIA-BRION)
CORUNA (A);CABANA DE BERGANTINOS;CABANA
CORUNA (A);CABANAS;LARAXE
CORUNA (A);CAMARINAS;PONTE DO PORTO
CORUNA (A);CAMBRE;CECEBRE (SAN SALVADOR)
CORUNA (A);CAMBRE;CAMBRE
CORUNA (A);CAMBRE;TELVA (A)
CORUNA (A);CAMBRE;TEMPLE (O)
CORUNA (A);CAPELA (A);NEVES (AS)
CORUNA (A);CARBALLO;RUS-CARBALLO
CORUNA (A);CARBALLO;CARBALLO
CORUNA (A);CARINO;CARINO
CORUNA (A);CARNOTA;MACEIRAS
CORUNA (A);CARRAL;CARRAL
CORUNA (A);CEDEIRA;CEDEIRA
CORUNA (A);CEDEIRA;TRABE
CORUNA (A);CEE;CEE
CORUNA (A);CEE;XALLAS
CORUNA (A);CERCEDA;CERCEDA
CORUNA (A);CERCEDA;TABLILLA
CORUNA (A);CERDIDO;FELGOSAS
CORUNA (A);COIROS;COIROS DE ARRIBA
CORUNA (A);CORISTANCO;CORISTANCO
CORUNA (A);CORUNA (A);POLIGONO DE POCOMACO
CORUNA (A);CORUNA (A);POLIGONO INDUSTRIAL LA GRELA-BENS
CORUNA (A);CORUNA (A);CORUNA (A)
CORUNA (A);CORUNA (A);PALAVEA
CORUNA (A);CORUNA (A);MESOIRO
CORUNA (A);CORUNA (A);BENS
CORUNA (A);CORUNA (A);GRELA (LA)
CORUNA (A);CULLEREDO;ALVEDRO
CORUNA (A);CULLEREDO;ACEA DE AMA
