Localidad;Código postal;Dirección;Margen;Longitud;Latitud;Toma de datos;Precio gasolina 95 E5;Precio gasolina 95 E10;Precio gasolina 95 E5 Premium;Precio gasolina 98 E5;Precio gasolina 98 E10;Precio gasóleo A;Precio gasóleo Premium;Precio gasóleo B;Precio gasóleo C;Precio bioetanol;Precio biodiésel;Precio gases licuados del petróleo;Precio gas natural comprimido;Precio gas natural licuado;Precio hidrógeno;% bioalcohol;% éster metílico;Rótulo;Tipo venta;Rem.;Horario;Tipo servicio;
BENAMOCARRA;29719;CARRETERA VELEZ­-BENAMOCARRA, MA­135 KM. 1,5;D;-4,135917;36,794111;13/11/2023 13:09;1,619;;;;;1,559;;;;;;;;;;;;ADISADI VELEZ;P;dm;L-D: 06:30-22:30;L-D: 06:30-22:30 (A);
ALGAR (EL);30366;AUTOVIA LA MANGA - RM22 - SALIDA 0 KM. 0,222;D;-0,889806;37,654472;13/11/2023 12:37;1,489;;;1,599;;1,459;1,499;1,319;;;;0,919;;;;;;ADRIDAN;P;dm;L-D: 24H;L-D: 24H (P);
ARAIA;1250;CALLE DEIDA, 6;D;-2,312056;42,870861;14/11/2023 10:45;;;;;;1,551;;;;;;;;;;;;ADS;P;dm;L-D: 24H;L-D: 24H (A);
SANCTI-SPIRITUS;37470;PARC LOS MIRADORES, 29;N;-6,419139;40,6945;14/11/2023 10:46;;;;;;1,599;;;;;;;;;;;;ADS;P;dm;L-D: 24H;L-D: 24H (A);
ORCOYEN;31160;CALLE A, 24;D;-1,688917;42,82625;13/11/2023 22:37;;;1,529;;;;1,429;1,279;;;;;;;;;;AGIP;P;dm;L-D: 06:00-22:00;"L-S: 06:00-22:00 (A); D: 09:00-21:00 (A)";
SAN AGUSTIN;4700;CARRETERA 223 KM. 29;N;-2,700944;36,714472;10/11/2023 23:00;1,625;;;1,749;;1,599;;1,299;;;;;;;;;;AGLA;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);
VICAR;4738;CARRETERA MOJONERA AL SOLANILLO KM. S/N;N;-2,661;36,737694;10/11/2023 23:00;1,625;;;1,749;;1,599;;;;;;;;;;;;AGLA;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);
MONTERRUBIO DE LA SERENA;6427;CARRETERA POLIGONO INDUSTRIAL PARCELAS 13,14,15 KM. 18;D;-5,448139;38,593639;14/11/2023 9:30;1,569;;;;;1,579;;1,15;;;;;;;;;;AGLA;P;dm;L-D: 07:00-22:00;Sin datos;
BELALCAZAR;14280;CARRETERA COMARCAL 420 KM. 93,700;I;-5,163278;38,572861;13/11/2023 12:25;1,628;;;;;1,509;;1,212;;;;;;;;;;AGLA;P;dm;L-S: 06:00-22:00;L-S: 06:00-22:00 (A);
QUEMADAS (LAS);14014;CALLE FINLANDIA, 62;I;-4,73375;37,899167;13/11/2023 13:40;1,539;;;1,699;;1,539;1,589;;;;;;;;;;;AGLA;P;dm;L-D: 24H;L-D: 24H (A);
HINOJOSA DEL DUQUE;14270;AVENIDA MARQUES DE SANTILLANA, S/N;D;-5,139694;38,498361;13/11/2023 12:23;1,628;;;1,829;;1,509;;1,212;;;;;;;;;;AGLA;P;dm;L-D: 06:00-22:00;L-D: 07:30-14:30 (A), 18:00-21:00 (A);
IZNAJAR;14970;CARRETERA A333 KM. 34;D;-4,309944;37,265389;13/11/2023 12:50;1,659;;;;;1,599;;;;;;;;;;;;AGLA;P;dm;L-D: 06:30-22:00;L-D: 06:30-22:00 (A);
MONTURQUE;14930;N331 km 60,0;D;-4,589528;37,476222;07/11/2023 13:15;1,629;;;;;1,639;;1,309;;;;;;;;;;AGLA;P;dm;L-D: 06:30-22:30;L-D: 06:30-22:30 (A);
NUEVA CARTEYA;14857;AVENIDA ANDALUCIA, S/N;I;-4,467306;37,587194;09/11/2023 8:21;1,659;;;;;1,599;1,629;1,329;;;;;;;;;;AGLA;P;dm;L-D: 07:00-22:00;L-D: 07:00-22:00 (A);
ARACENA;21200;N-433 km 88,4;I;-6,569472;37,896972;14/11/2023 16:30;1,629;;;;;1,599;;;;;;;;;;;;AGLA;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (P);
CALA;21270;AVENIDA CONSTITUCION, 1;D;-6,314333;37,969778;05/11/2023 21:29;1,679;;;;;1,649;;;;;;;;;;;;AGLA;P;dm;"L-S: 07:00-22:00; D: 08:00-22:00";"L-S: 07:00-22:00 (A); D: 08:00-22:00 (A)";
CERRO DE ANDEVALO (EL);21320;CARRETERA A-485 KM. 100;D;-6,931583;37,733083;13/11/2023 9:43;1,658;;;;;1,629;;1,22;;;;;;;;;;AGLA;P;dm;L-D: 07:30-22:00;L-D: 07:30-22:00 (A);
LEPE;21440;CARRETERA H4116 KM. 1,7;I;-7,208861;37,236361;14/11/2023 0:00;1,668;;;;;1,568;;;;;;;;;;;;AGLA;P;dm;L-D: 07:00-22:00;L-D: 07:00-22:00 (A);
BANOS DE LA ENCINA;23711;CARRETERA BANOS - LINARES S/N KM. 0800;N;-3,764611;38,173083;09/11/2023 19:26;1,629;;;;;1,669;;1,299;;;;;;;;;;AGLA;P;dm;L: 06:00-22:00;L: 06:00-22:00 (A);
CAMBIL;23120;CTRA. DE LA CERRADURA/HUELMA;I;-3,566972;37,682889;03/11/2023 14:44;1,649;;;;;1,649;1,699;;;;;;;;;;;AGLA;P;dm;"L-V: 07:00-21:30; S-D: 07:00-21:30";"L-V: 07:00-21:30 (A); S-D: 07:00-21:30 (A)";
CASTILLO DE LOCUBIN;23670;CARRETERA JAEN-ALCALA LA REAL KM. 53;D;-3,939917;37,521056;13/11/2023 13:03;1,594;;;1,74;;1,605;1,685;1,319;;;;;;;;;;AGLA;P;dm;L: 06:00-15:00;Sin datos;
FRAILES;23690;CARRETERA CRTA. ALCALA-FRAILES KM. 10;D;-3,836556;37,473417;13/11/2023 8:16;1,609;;;2,299;;1,609;1,689;;;;;;;;;;;AGLA;P;dm;L-D: 08:00-22:00;L-D: 08:00-22:00 (A);
FUERTE DEL REY;23180;A-311 (JAEN-ANDUJAR) km 9,4;I;-3,876278;37,87725;13/11/2023 8:09;1,629;;;;;1,559;1,619;1,249;;;;;;;;;;AGLA;P;dm;L: 07:00-22:00;L: 07:00-22:00 (P);
GUARDIA DE JAEN (LA);23170;CARRETERA AUTOVIA DE JAEN KM. SN;I;-3,696472;37,747583;13/11/2023 9:14;1,649;;;;;1,539;1,589;1,239;;;;;;;;;;AGLA;P;dm;L-D: 07:00-22:00;L-D: 07:00-22:00 (A);
RUS;23430;CR N-322, KM 138,5;I;-3,458111;38,04125;13/11/2023 9:41;1,64;;;;;1,57;1,62;1,25;;;;;;;;;;AGLA;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);
RUS;23430;PARAJE VIRGEN DEL VAL, S/N;D;-3,475306;38,046972;13/11/2023 9:42;1,64;;;;;1,57;1,62;1,25;;;;;;;;;;AGLA;P;dm;L-S: 07:00-14:00;Sin datos;
TORREBLASCOPEDRO;23510;AVENIDA AV. DE CAMPILLO DEL RIO, 37;I;-3,643111;37,995028;14/11/2023 0:00;1,609;;;;;1,649;1,739;1,295;;;;;;;;;;AGLA;P;dm;"L-S: 07:00-20:00; D: 07:00-14:00";"L-S: 07:00-20:00 (P); D: 07:00-14:00 (P)";
VILLARES (LOS);23160;CARRETERA VALDEPENAS KM. 57;I;-3,813861;37,689083;14/11/2023 6:30;1,579;;;;;1,549;1,679;1,299;;;;;;;;;;AGLA;P;dm;L-D: 06:30-22:30;L-D: 06:30-22:30 (P);
ARCHIDONA;29300;AVENIDA PABLO PICASSO,, 42;D;-4,379333;37,095083;13/11/2023 11:25;1,609;;;;;1,609;1,649;;;;;;;;;;;AGLA;P;dm;L-D: 06:00-23:00;L-D: 06:00-23:00 (A);
ARDALES;29550;POLIGONO POL. INDUSTRIAL ARDALES PARCELA 1, 1;I;-4,845389;36,884861;14/11/2023 10:19;1,688;;;1,89;;1,477;1,578;1,376;;;;;;;;;;AGLA;P;dm;L-D: 24H;L-D: 24H (A);
CASARABONELA;29566;CTRA.A-357, (ZALEA-ARDALES) km 33,2;N;-4,7835;36,810472;13/11/2023 14:53;1,598;;;;;1,475;1,567;;;;;;;;;;;AGLA;P;dm;L-D: 24H;L-D: 24H (A);
FUENTE DE PIEDRA;29520;AUTOVIA A-92 KM. 132;D;-4,728278;37,137611;13/11/2023 9:11;1,625;;;1,829;;1,595;1,635;1,14;;;;0,949;;;;;;AGLA;P;dm;L-D: 07:00-22:00;L-D: 07:00-22:00 (A);
GAUCIN;29480;CARRETERA A-405 KM. 0;D;-5,325472;36,520083;13/11/2023 16:27;1,689;;;;;1,702;;;;;;;;;;;;AGLA;P;dm;L-D: 07:00-22:00;L-D: 07:00-22:00 (A);
PIZARRA;29560;CTRA.SUBZONA A ALORA;N;-4,726972;36,781278;15/11/2023 7:01;1,579;;;;;1,498;;;;;;;;;;;;AGLA;P;dm;"L-V: 06:00-22:30; S: 07:00-23:00; D: 07:00-22:30";"L-V: 06:00-22:30 (A); S: 07:00-23:00 (A); D: 07:00-22:30 (A)";
CERRALBA;29569;CARRETERA CARRETERA DE CERRALBA Nº 1 KM. 1;I;-4,716111;36,747778;09/11/2023 19:13;1,569;;;1,745;;1,477;1,576;1,305;;;;0,9;;;;;;AGLA;P;dm;L-D: 24H;L-D: 24H (A);
MONTECORTO;29430;CARRETERA A-374 KM. 12,5;I;-5,301167;36,812278;13/11/2023 10:12;1,649;;;1,789;;1,679;;;;;;;;;;;;AGLA;P;dm;L: 07:00-22:30;Sin datos;
VILLANUEVA DE ALGAIDAS;29310;AVENIDA DEL OLIVAR, 9;N;-4,442917;37,177389;15/11/2023 7:00;1,578;;;;;1,538;;1,148;;;;;;;;;;AGLA;P;dm;"L-S: 07:00-21:00; D: 08:00-14:00";"L-S: 07:00-21:00 (A); D: 08:00-14:00 (A)";
YUNQUERA;29410;CARRETERA C/CASTILLO, SN A-366 KM. 1;N;-4,922;36,737667;14/11/2023 11:17;1,615;;;1,786;;1,593;1,655;;;;;;;;;;;AGLA;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);
ALCALA DE GUADAIRA;41500;CARRETERA A-360 ALCALA-MORON KM. 4,400;D;-5,789278;37,295722;13/11/2023 7:53;1,569;;;;;1,499;1,549;1,259;;;;0,838;;;;;;AGLA;P;dm;"L-S: 06:00-21:30; D: 07:00-14:00";"L-S: 06:00-21:30 (A); D: 07:00-14:00 (A)";
BORMUJOS;41930;CALLE FRANCISCO TOMAS Y VALIENTE, 46;I;-6,064972;37,381111;14/11/2023 9:58;1,558;;;;;1,488;;;;;;;;;;;;AGLA;P;dm;L-D: 24H;L-D: 24H (A);
CARMONA;41410;AUTOVIA A-4 KM. 497;D;-5,541306;37,483806;13/11/2023 23:32;1,619;;;;;1,649;;1,309;;;;0,906;;;;;;AGLA;P;dm;"L-V: 24H; S: 00:00-22:00; D: 11:00-23:59";"L-V: 24H (A); S: 00:00-22:00 (A); D: 11:00-23:59 (A)";
ARROYO DE LA PLATA;41890;CARRETERA NACIONAL 433 KM. 47;I;-6,253528;37,67825;13/11/2023 20:08;1,589;;;;;1,619;1,659;;;;;;;;;;;AGLA;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);
CORRALES (LOS);41657;LOS CORRALES - M. JARA (CTRA. A-360 km 102,6);I;-4,974944;37,101917;14/11/2023 8:42;1,589;;;;;1,549;;1,149;;;;;;;;;;AGLA;P;dm;"L-S: 07:00-22:00; D: 08:00-21:00";"L-S: 07:00-22:00 (P); D: 08:00-21:00 (P)";
DOS HERMANAS;41700;CALLE ANFORA, 5;D;-5,998722;37,266778;15/11/2023 7:00;1,659;;;;;1,639;;;;;;;;;;;;AGLA;P;dm;"L-V: 07:00-21:00; S: 08:00-14:00";"L-V: 07:00-21:00 (A); S: 08:00-14:00 (A)";
FUENTES DE ANDALUCIA;41420;CALLE MAESTRO JUAN RUIZ, 1;D;-5,350444;37,472333;13/11/2023 10:09;1,579;;;;;1,499;;;;;;;;;;;;AGLA;P;dm;L-D: 24H;L-D: 24H (A);
GILENA;41565;CARRETERA CTRA. SE-491, GILENA-PEDRERA KM. 11,0 KM. 11;D;-4,904972;37,234806;14/11/2023 8:41;1,589;;;;;1,539;;;;;;;;;;;;AGLA;P;dm;L-D: 07:00-22:00;L-D: 07:00-22:00 (P);
PARADAS;41610;POLIGONO LOS ALBEROS VIAL 1, 21;I;-5,505083;37,288444;14/11/2023 10:30;1,518;;;;;1,558;;;;;;;;;;;;AGLA;P;dm;L-D: 24H;L-D: 24H (A);
PUEBLA DE LOS INFANTES;41479;CARRETERA SE-141 KM. 11,325;N;-5,389972;37,788389;06/11/2023 7:14;1,689;;;1,799;;1,679;;1,329;;;;;;;;;;AGLA;P;dm;"L-S: 06:00-21:00; D: 08:00-21:00";"L-S: 06:00-21:00 (A); D: 08:00-21:00 (A)";
RINCONADA (LA);41309;CARRETERA A-8002 KM. 7,6;D;-5,978306;37,501056;13/11/2023 13:05;1,699;;;;;1,659;1,709;1,289;;;;;;;;;;AGLA;P;dm;L-D: 07:00-22:00;L-D: 07:00-22:00 (P);
SALTERAS;41909;SE-510 km 6,5;D;-6,101972;37,416;14/11/2023 11:44;1,539;;;;;1,499;1,669;1,399;;;;;;;;;;AGLA;P;dm;L-D: 24H;L-D: 24H (A);
TOCINA;41340;CARRETERA SE4101 KM. 0,800;I;-5,744778;37,607917;13/11/2023 9:26;1,629;;;;;1,599;;;;;;;;;;;;AGLA  ;P;dm;"L-S: 07:00-22:00; D: 07:00-15:00";"L-S: 07:00-22:00 (P); D: 07:00-15:00 (P)";
GUILLENA;41210;CALLE INGENIERIA, 1;N;-6,035833;37,554639;13/11/2023 20:06;1,629;;;;;1,639;;;;;;;;;;;;AGLA - E.S. EL CERRO;P;dm;L-D: 24H;L-D: 24H (A);
ALOZAINA;29567;CTRA. RONDA-MALAGA km 44;N;-4,864472;36,729194;13/11/2023 15:12;1,606;;;;;1,594;;1,264;;;;;;;;;;AGLA - E.S.VISTA HEMOSA;P;dm;L: 06:30-22:00;L: 06:30-22:00 (A);
SIERRA DE YEGUAS;29328;CALLE CRUZ, 67;N;-4,872972;37,123833;14/11/2023 10:30;1,589;;;;;1,529;;;;;;;;;;;;AGLA - HNOS MARTIN;P;dm;L-D: 24H;L-D: 24H (A);
LEBRIJA;41710;AVENIDA NERVION, 42;D;-6,082389;36,911222;13/11/2023 20:33;1,549;;;;;1,519;;;;;;;;;;;;AGLA - PETROUVE;P;dm;"L-S: 06:00-22:00; D: 09:00-22:00";"L-S: 06:00-22:00 (A); D: 09:00-22:00 (A)";
AZNALCAZAR;41849;CARRETERA A-473 KM. 1;N;-6,242;37,311583;13/11/2023 11:13;1,549;;;;;1,529;1,579;;;;;;;;;;;AGLA AZNALCAZAR;P;dm;"L-S: 06:00-23:00; D: 08:00-23:00";"L-S: 06:00-23:00 (A); D: 08:00-23:00 (A)";
MOJONERA (LA);4745;CALLE ALHONDIGA, S/N;D;-2,695389;36,751667;13/11/2023 14:48;1,579;;;;;1,579;;;;;;;;;;;;AGLA E.S. CRUCE LOS PALOS;P;dm;L: 24H;L: 24H (P);
MARBELLA;29600;CARRETERA NACIONAL 340 KM. 179;I;-4,911861;36,509278;14/11/2023 0:00;1,655;;;1,656;;1,628;1,728;;;;;;;;;;;AGLA EL ROCIO DE NAGUELES;P;dm;L-D: 24H;L-D: 24H (A);
PARAUTA;29451;CARRETERA A397 KM. 11,900;D;-5,118194;36,670389;09/11/2023 18:32;1,659;;;1,819;;1,639;1,719;;;;;;;;;;;AGLA LA VENTILLA;P;dm;L-D: 24H;L-D: 24H (A);
MIJAS;29649;POLIGONO MOLINO DE VIENTO, 1;N;-4,634139;36,534389;13/11/2023 10:33;1,599;;;1,799;;1,498;1,558;;;;;;;;;;;AGLA PETROLEROS MIJAS;P;dm;L-D: 07:00-23:00;L-D: 06:30-23:00 (A);
LOJA;18300;AVENIDA TIERNO GALVAN, 1;D;-4,151972;37,170472;14/11/2023 17:35;1,559;;;;;1,529;;;;;;;;;;;;AGLA SAN FRANCISCO;P;dm;L-D: 24H;L-D: 24H (A);
BORMUJOS;41930;AVENIDA JUAN DIEGO, 68;D;-6,080111;37,373472;13/11/2023 9:09;1,559;;;;;1,489;;;;;;;;;;;;AGLA, ES AGROENERGETICA LG;P;dm;L-D: 24H;L-D: 24H (A);
BEDMAR;23537;CARRETERA MANCHA REAL-CAZORLA KM. 28,300;D;-3,415028;37,827;06/11/2023 15:05;1,679;;;;;1,699;1,799;1,359;;;;;;;;;;AGLA-ES VIRGEN DE CUADROS;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);
ORDES;15680;LUGAR PENASCO - BARBEIROS, ;D;-8,341139;43,078667;14/11/2023 12:20;;;;;;1,62;;1,301;;;;;;;;;;AGRARIA COMARCAL ORDES SCG;P;dm;"L-V: 09:00-19:30; S: 09:00-13:00";L-S: 09:00-13:30 (A), 16:00-19:00 (A);
MIRALCAMP;25242;POLIGONO POLIGON 12, PARC, 9, 1;D;0,887306;41,605417;13/11/2023 16:51;1,439;;;;;1,399;;1,099;;;;;;;;;;AGRARIA DE MIRALCAMP;P;dm;L-D: 24H;L-D: 24H (A);
ARDALES;29550;AVDA BLANES S.N.;N;-4,844639;36,878694;13/11/2023 13:19;1,649;;;;;1,539;;1,309;;;;;;;;;;AGRARIA DEL TURON;P;dm;L-D: 24H;L-D: 24H (A);
CABEZAS DE SAN JUAN (LAS);41730;CARRETERA SE-5206 KM. 0,4;I;-5,935278;36,971639;13/11/2023 19:45;;;;;;1,5;;1,169;;;;;;;;;;AGRECA,S.C.A;R;dm;L-D: 24H;L-D: 24H (A);
CARMONA;41410;CARRETERA BRENES KM. 1,2;N;-5,654;37,480806;13/11/2023 10:07;;;;;;1,459;;1,159;;;;;;;;;;AGRICOLA CARMONENSE S.C.A.;R;dm;L-D: 24H;L-D: 24H (A);
RUBIO (EL);41568;CARRETERA AGUADULCE KM. S/N;N;-4,99475;37,345611;13/11/2023 13:14;;;;;;1,534;;1,094;;;;;;;;;;AGRICOLA DE EL RUBIO S.C.A.;R;dm;L-S: 8:30-19:00;L-S: 8:30-19:00 (A);
HORCAJO DE SANTIAGO;16410;CALLE JOSE JOAQUIN MORENO DE SILVA, 1;D;-3,003056;39,844833;13/11/2023 9:45;;;;;;;;1,2;;;;;;;;;;AGRICOLA HORCAJO MANCHEGA;R;dm;L-D: 24H;L-D: 24H (A);
HITO (EL);16441;POLIGONO 503, PARCELA 5009, S/N;N;-2,711278;39,857944;13/11/2023 10:16;;;;;;1,569;;1,169;;;;;;;;;;AGRICOLA LA CEPA S. COOP. DE C-LM;R;dm;L-D: 24H;L-D: 24H (D);
ALMONACID DEL MARQUESADO;16431;CALLE LAS PENAS,, S/N;D;-2,771833;39,821444;13/11/2023 10:22;;;;;;1,569;;1,169;;;;;;;;;;AGRICOLA LA CEPA SDAD. COOP. DE CLM;R;dm;L-D: 24H;L-D: 24H (D);
RIBAFORADA;31550;CAMINO LA VENTA, ;N;-1,513361;41,9935;13/11/2023 16:49;;;;;;;;1,262;;;;;;;;;;AGRICOLA SAN BLAS;P;dm;L-D: 24H;L-D: 24H (A);
MELIANA;46133;CAMINO CEMENTERIO, S/N;D;-0,350417;39,524167;14/11/2023 14:46;1,559;;;;;1,499;;1,319;;;;;;;;;;AGRICOLA SAN ISIDRO;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);
ALCASSER;46290;AVENIDA TORRENT, S/N;D;-0,446583;39,374;11/11/2023 8:37;1,569;;;;;1,549;;1,239;;;;;;;;;;AGRICOLA SAN JOSE ALCASSER COOP.V.;P;dm;L-D: 24H;L-D: 24H (A);
SANTA CRUZ DE MOYA;16336;PARAJE LA DEHESILLA, S/N;D;-1,262694;39,967139;13/11/2023 10:13;1,75;;;;;1,69;;1,32;;;;;;;;;;AGRICOLA SERRA TURIA S. COOP. DE C-LM;R;dm;L-D: 24H;L-D: 24H (D);
TRESJUNCOS;16422;PARAJE TRASCASTILLO, PARCELA 84, POLIG. 27;D;-2,750944;39,702194;13/11/2023 10:13;;;;;;1,48;;1,08;;;;;;;;;;AGRICOLA TRESJUNCOS S. COOP. DE C-LM;R;dm;L-D: 24H;L-D: 24H (D);
ALICANTE/ALACANT;3114;CARRETERA BACAROT, 4 KM. ;D;-0,545833;38,343333;13/11/2023 9:35;;;;;;;;1,35;;;;;;;;;;AGRICOOP;R;dm;"L-V: 08:00-14:00 y 16:00-18:00; S: 08:00-12:00";"L-V: 08:00-14:00 (A), 16:00-18:00 (A); S: 08:00-12:00 (A)";
TERUEL;44193;POLIGONO B, 27;D;-1,154917;40,362556;10/11/2023 13:48;;;;;;1,45;;;;;;;;;;;;AGRIMARTIN;P;dm;L-D: 06:00-00:00;L-D: 06:00-00:00 (A);
VILLAFAFILA;49136;CM  LA SENDA DEL VALLE km 1;D;-5,613105;41,856145;13/11/2023 10:42;;;;;;;;1,22;;;;;;;;;;AGRINZA;P;dm;L-D: 24H;L-D: 00:00-08:00 (D), 08:00-22:00 (A), 22:00-23:59 (D);
VILLALPANDO;49630;CM  HERRADO S/N;D;-5,406466;41,853645;13/11/2023 17:28;1,46;;;;;1,41;;;;;;;;;;;;AGRINZA;P;dm;L-D: 24H;L-D: 00:00-08:00 (D), 08:00-22:00 (A), 22:00-23:59 (D);
CASTRO DEL RIO;14840;CALLE MOLINOS LOS, 17;D;-4,477333;37,687167;13/11/2023 10:35;1,518;;;;;1,495;;1,129;;;;;;;;;;AGRO DIESEL 10E;R;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);
RABITA (LA);23684;CARRETERA ALCAUDETE KM. 6,3;N;-4,053111;37,4965;13/11/2023 9:40;;;1,639;;;1,629;;1,22;;;;;;;;;;AGRO DIESEL 10E;R;dm;L-D: 07:00-23:00;L-D: 07:00-23:00 (D);
SANTA UXIA DE RIBEIRA;15960;CTRA. C-550 (CTRA C-550 km 45);I;-9,002389;42,587389;14/11/2023 13:27;1,639;;;1,789;;1,599;1,739;;;;;;;;;;;AGRO DO FORNO;P;dm;L-D: 24H;L-D: 24H (A);
FUENTE PALMERA;14120;CAMINO CHACON S/N;D;-5,097861;37,713611;13/11/2023 10:56;;;;;;1,449;;1,149;;;;;;;;;;AGROBORJA;R;dm;"L-V: 9:00-14:00 y 16:00-19:00; S: 9:00-13:00";"L-V: 9:00-14:00 (A), 16:00-19:00 (A); S: 9:00-13:00 (A)";
SAN MIGUEL DE MERUELO;39192;Bº BOCILLO 16;N;-3,57775;43,454806;13/11/2023 16:09;1,61;;;;;1,6;;1,21;;;;;;;;;;AGROCANTABRIA;P;dm;"L-V: 08:00-19:00; S: 09:00-13:00";"L-V: 08:00-19:00 (A); S: 09:00-13:00 (A)";
VILLACARRIEDO;39640;BARRIO CHAROLA, SN;N;-3,824222;43,237778;13/11/2023 16:07;1,66;;;;;1,64;;1,2;;;;;;;;;;AGROCANTABRIA;R;dm;L-D: 24H;L-D: 24H (A);
SANGARCIA;40134;CTRA.DE SEGOVIA, S/N;N;-4,414056;40,949639;14/11/2023 10:36;1,599;;;;;1,619;;1,439;;;;;;;;;;AGROCOMERCIAL HIGUERA ;P;dm;"L-V: 08:00-20:00; S: 08:00-14:00; D: 09:00-14:00";Sin datos;
CORRALES DEL VINO;49030;CAMINO DE CABALLO S/N- PARCELA 419;N;-5,721083;41,361417;13/11/2023 0:00;;;;;;1,467;;1,087;;;;;;;;;;AGRODUERO S. COOP. LTDA.;R;dm;"L-V: 09:00-14:00 y 16:00-18:30; S: 09:00-12:00";"L-V: 09:00-14:00 (A), 16:00-18:30 (A); S: 09:00-12:00 (A)";
EJIDO (EL);4700;AVENIDA ALMERIMAR, S/N;D;-2,794556;36,721528;14/11/2023 9:46;1,5;;;;;1,485;;;;;;;;;;;;AGROIRIS, S.A.T.;P;dm;L: 06:00-00:00;L: 06:00-00:00 (A);
CULLAR;18850;AVDA. ANDALUCIA, 3 (A-330 km 3.0);I;-2,583103;37,584943;13/11/2023 10:42;;;;;;1,529;;1,149;;;;;;;;;;AGRO-OLIVARERA NTRA. SRA. DE LA CABEZA, S. C. A.;P;dm;L-D: 24H;L-D: 24H (A);
RIOGORDO;29180;PARAJE EL CAMPILLO, S/N;N;-4,2805;36,922528;09/11/2023 8:00;1,522;;;;;1,473;;1,108;;;;;;;;;;AGRO-OLIVARERA RIOGORDO;R;dm;L-D: 06:00-23:00;L-D: 06:00-23:00 (A);
ALMARGEN;29330;AVDA. EL SAUCEJO, S/N;D;-5,029639;37,005028;13/11/2023 11:03;;;;;;1,396;;1,024;;;;;;;;;;AGROOLIVARERA SAN COSME Y SAN DAMIAN, S.C.A.;R;dm;L-D: 08:00-19:00;L-D: 08:00-19:00 (A);
CANETE LA REAL;29340;CARRETERA ALMARGEN KM. 1;D;-5,029222;36,957833;13/11/2023 11:05;1,48;;;;;1,503;;1,178;;;;;;;;;;AGROOLIVARERA SAN COSME Y SAN DAMIAN, S.C.A.;R;dm;L: 08:00-20:00;L: 08:00-20:00 (A);
AMUSCO;34420;CAMINO DE CIRCUNVALACION, S/N;N;-4,472394;42,169361;13/11/2023 0:00;;;;;;;;1,099;;;;;;;;;;AGROPAL;R;dm;L-V: 09:00-19:00;L-V: 09:00-19:00 (A);
BALTANAS;34240;CTRA.VALDECANAS, S/N km 1;D;-4,243338;41,94375;13/11/2023 0:00;;;;;;;;1,099;;;;;;;;;;AGROPAL;R;dm;L-V: 09:00-19:00;L-V: 09:00-19:00 (A);
DUENAS;34210;CTRA.VALORIA, S/N km 1;I;-4,539422;41,871861;13/11/2023 0:00;;;;;;;;1,099;;;;;;;;;;AGROPAL;R;dm;L-V: 09:00-19:00;L-V: 09:00-19:00 (A);
OSORNO;34460;CTRA.ABIA S/N km 1;D;-4,360533;42,413389;13/11/2023 0:00;;;;;;;;1,099;;;;;;;;;;AGROPAL;R;dm;L-V: 09:00-19:00;L-V: 09:00-19:00 (A);
TORQUEMADA;34230;CAMINO DE VALDESALCE S/N;N;-4,318528;42,04075;13/11/2023 0:00;;;;;;;;1,099;;;;;;;;;;AGROPAL;R;dm;L-V: 09:00-19:00;L-V: 09:00-19:00 (A);
TORO;49800;CAMINO DE LOS BORRACHOS, SN;N;-5,391417;41,533861;13/11/2023 0:00;;;;;;1,467;;1,087;;;;;;;;;;AGROPAL;R;dm;"L-V: 09:00-14:00 y 16:00-18:30; S: 09:00-12:00";"L-V: 09:00-14:00 (A), 16:00-18:30 (A); S: 09:00-12:00 (A)";
FRAGA;22520;CAMINO TORRENTE, S/N;D;0,344;41,516083;13/11/2023 9:42;;;;;;1,55;;;;;;;;;;;;AGROPECUARIA;P;dm;L-S: 08:00-13:00 y 16:00-19:10;L-S: 08:00-13:00 (A), 16:00-19:10 (A);
JUNEDA;25430;CARRETERA N-240 km 73;D;0,8295;41,541139;07/11/2023 10:59;1,448;;;;;1,465;;1,157;;;;;;;;;;AGROPECUARIA DE JUNEDA;P;dm;L-D: 24H;L-D: 24H (A);
PEDROCHE;14412;CALLE CIRCUNVALACION  S/N, S/N;D;-4,759306;38,422806;13/11/2023 11:18;1,539;;;;;1,514;;1,19;;;;;;;;;;AGROPECUARIA DE PEDROCHE;R;dm;L-S: 09:00-13:30 y 16:00-19:00;L-S: 09:00-13:30 (A), 16:00-19:00 (A);
POLAN;45161;CAMINO VIEJO DE GALVEZ S/N, S/N;N;-4,175667;39,785306;14/11/2023 9:16;;;;;;1,498;;1,158;;;;;;;;;;AGROPECUARIA SANTO CRISTO,S.COOP. DE C-LM;R;dm;L-D: 24H;L-D: 24H (A);
